bus_company,bus_star,bus_type,departure_time,pick_up_point,duration_h_m,arrival_time,drop_off_point,arrival_date,price_original,price_discount,discount_percent,notification,An toàn,Thông tin chính xác,Thông tin đầy đủ,Thái độ nhân viên,Tiện nghi & thoải mái,Chất lượng dịch vụ,Đúng giờ,star_rating,num_reviews,duration_minutes,discount_percent_numeric
Quang Hạnh (NT),3.6 (362),Limousine 22 phòng đơn (WC),20:15,• Ngã Tư Bình Phước (Trạm xe Thành Công),8h40m,04:55,• Bến Xe Phía Nam Nha Trang Mới,(12/10),480000,350000,-27%,Lưu ý kích cỡ giường,4.1,3.7,3.9,3.9,3.8,3.6,3.6,3.6,362.0,520,-27.0
Liên Hưng,4 (12922),Limousine 32 giường (WC),19:30,• Văn phòng quận 5,5h15m,00:45,• Bưu điện Cam Ranh,(12/10),330000,280000,-15%, ,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,315,-15.0
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),19:20,• Ngã 4 An Sương (Quốc Lộ 1A),7h10m,02:30,• Bến Xe Vạn Giã,(12/10),500000,420000,-16%, ,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,430,-16.0
Liên Hưng,4 (12922),Limousine 34 giường (mới),23:30,• Ngã 4 An Sương (Quốc Lộ 1A),8h30m,08:00,• Văn Phòng Diên Toàn,(12/10),330000,280000,-15%, ,4.6,4.6,4.6,4.6,4.6,4.5,4.6,,,510,-15.0
Tài Phát Limousine,5 (1170),Limousine 24 Phòng Đôi,20:30,• Ngã 4 An Sương,6h55m,03:25,• Ngã 3 Thành,(12/10),520000,450000,-13%,Lưu ý hướng đi cao tốc >>>,4.8,4.7,4.7,4.7,4.7,4.7,4.6,,,415,-13.0
Quang Hạnh (NT),3.6 (362),Limousine 24 phòng đơn,20:55,• Cổng Đại Học Nông Lâm (Quốc Lộ 1A),6h50m,03:45,• Bến Xe Phía Nam Nha Trang Mới,(12/10),430000,420000,-2%,Lưu ý kích cỡ giường,4.6,4.6,4.6,4.6,4.6,4.5,4.6,3.6,362.0,410,-2.0
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),19:00,• Bến xe Miền Tây (Quầy 24),6h30m,01:30,• Cây xăng số 11 (Khánh Hòa),(12/10),490000,380000,-22%, ,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,390,-22.0
Cúc Tùng,3.8 (2763),Giường nằm 34 chỗ,20:30,• Ngã 4 Bình Phước,8h30m,05:00,• Văn Phòng Nha Trang,(12/10),444000,350000,-21%,Kích cỡ giường cuối,4.6,4.6,4.6,4.6,4.6,4.5,4.6,3.8,2763.0,510,-21.0
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),19:00,• Củ Chi,10h15m,05:15,• Văn Phòng Diên Toàn,(12/10),490000,450000,-8%, ,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,615,-8.0
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),23:15,• Cầu Vượt Linh Xuân,7h45m,07:00,• Văn phòng Nha Trang,(12/10),500000,300000,-40%, ,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,465,-40.0
Cúc Tùng,3.8 (2763),Giường nằm 34 chỗ,20:00,• Ngã 4 An Sương,9h15m,05:15,• Bến xe Phía Bắc Nha Trang,(12/10),444000,350000,-21%,Kích cỡ giường cuối,4.6,4.6,4.6,4.6,4.6,4.5,4.6,3.8,2763.0,555,-21.0
Quang Hạnh (NT),3.6 (362),Limousine 22 phòng đơn (WC),20:30,• Cổng Đại Học Nông Lâm (Quốc Lộ 1A),8h25m,04:55,• Bến Xe Phía Nam Nha Trang Mới,(12/10),480000,350000,-27%,Lưu ý kích cỡ giường,4.1,3.7,3.9,3.9,3.8,3.6,3.6,3.6,362.0,505,-27.0
Tài Phát Limousine,5 (1170),Limousine 24 Phòng Đôi,20:30,• Bến Xe Miền Đông,6h55m,03:25,• Ngã 3 Thành,(12/10),520000,450000,-13%,Lưu ý hướng đi cao tốc >>>,4.8,4.7,4.7,4.7,4.7,4.7,4.6,,,415,-13.0
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),22:30,• Ngã 4 An Sương (Quốc Lộ 1A),8h30m,07:00,• Văn Phòng Diên Toàn,(12/10),490000,380000,-22%, ,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,510,-22.0
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),21:00,• Cầu Vượt Linh Xuân,9h30m,06:30,• Văn Phòng Diên Toàn,(12/10),490000,350000,-29%, ,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,570,-29.0
Liên Hưng,4 (12922),Limousine 32 giường (WC),20:00,• Bến xe Miền Tây (Quầy 24),4h45m,00:45,• Bưu điện Cam Ranh,(12/10),330000,280000,-15%, ,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,285,-15.0
Phúc An Express,4.7 (3425),Limousine 22 giường phòng (WC),22:30,• Trạm Phúc An Express,7h15m,05:45,• Văn Phòng Nha Trang,(12/10),470000,470000, ,Lộ trình xe chạy,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425.0,435,
Tuấn Tú Express,4.5 (1392),Luxury 34 phòng,21:00,• Trạm Bà Điểm,7h,04:00,• Khánh Hòa,(12/10),550000,320000,-42%,Chính sách bao ăn,4.3,4.3,4.3,4.3,4.3,4.3,4.0,4.5,1392.0,420,-42.0
Liên Hưng,4 (12922),Limousine 34 giường (mới),21:30,• Ngã 4 An Sương (Quốc Lộ 1A),10h9m,07:39,• Văn Phòng Diên Toàn,(12/10),330000,280000,-15%, ,4.6,4.6,4.6,4.6,4.6,4.5,4.6,,,609,-15.0
Phương Nam,4.7 (2431),Limousine giường phòng 22 chỗ (WC),22:45,• Ngã 4 Thủ Đức,8h22m,07:07,• Văn Phòng Chung cư CT2,(12/10),440000,440000, , ,4.8,4.7,4.8,4.7,4.6,4.6,4.8,4.7,2431.0,502,
Tuấn Tú Express,4.5 (1392),Luxury 34 phòng,12:50,• Trạm Bình Long,8h10m,21:00,• Khánh Hòa, ,550000,320000,-42%,Chính sách bao ăn,4.3,4.3,4.3,4.3,4.3,4.3,4.0,4.5,1392.0,490,-42.0
Cúc Tùng,3.8 (2763),Limousine giường nằm đơn 21 chỗ,23:30,• Ngã 4 An Sương,8h15m,07:45,• Bến xe Phía Bắc Nha Trang,(12/10),800000,500000,-37%,Kích cỡ giường cuối,4.6,4.6,4.6,4.6,4.6,4.5,4.6,3.8,2763.0,495,-37.0
Liên Hưng,4 (12922),Limousine 32 giường (WC),07:30,• Cầu Vượt Linh Xuân,10h,17:30,• Văn Phòng Diên Toàn, ,313000,250000,-20%, ,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,600,-20.0
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),21:30,• Cầu Vượt Linh Xuân,9h,06:30,• Văn phòng Nha Trang,(12/10),490000,380000,-22%, ,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,540,-22.0
Tuấn Tú Express,4.5 (1392),Limousine 24 Phòng Đôi,13:21,• Trạm Bình Long,8h10m,21:31,• Khánh Hòa, ,700000,350000,-50%,Chính sách bao ăn,4.8,4.7,4.7,4.7,4.7,4.7,4.6,4.5,1392.0,490,-50.0
Tuấn Tú Express,4.5 (1392),Limousine 24 Phòng Đôi,19:51,• Trạm Bình Long,8h10m,04:01,• Khánh Hòa,(12/10),700000,350000,-50%,Chính sách bao ăn,4.8,4.7,4.7,4.7,4.7,4.7,4.6,4.5,1392.0,490,-50.0
Hà Linh,4.1 (1329),Limousine 22 Phòng,18:30,• Ngã 4 Bình Phước,9h,03:30,• Văn Phòng Nha Trang,(12/10),300000,290000,-3%,Trung chuyển Hồ Chí Minh,4.4,4.3,4.3,4.2,4.0,4.0,4.8,4.1,1329.0,540,-3.0
Liên Hưng,4 (12922),Limousine 34 giường (mới),21:00,• Ngã 4 An Sương (Quốc Lộ 1A),9h,06:00,• Văn Phòng Diên Toàn,(12/10),330000,280000,-15%, ,4.6,4.6,4.6,4.6,4.6,4.5,4.6,,,540,-15.0
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),22:45,• Cầu Vượt Linh Xuân,7h45m,06:30,• Văn phòng Nha Trang,(12/10),500000,300000,-40%, ,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,465,-40.0
Liên Hưng,4 (12922),Limousine 34 giường (mới),20:15,• Ngã 4 An Sương (Quốc Lộ 1A),9h30m,05:45,• Văn Phòng Diên Toàn,(12/10),330000,290000,-12%, ,4.6,4.6,4.6,4.6,4.6,4.5,4.6,,,570,-12.0
Liên Hưng,4 (12922),Limousine 32 giường (WC),20:00,• Bến xe Miền Tây (Quầy 24),6h30m,02:30,• Cây xăng số 11 (Khánh Hòa),(12/10),330000,280000,-15%, ,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,390,-15.0
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),23:00,• Cầu Vượt Linh Xuân,8h,07:00,• Văn Phòng Diên Toàn,(12/10),490000,380000,-22%, ,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,480,-22.0
Khang Thịnh,4.3 (1708),Limousine 24 Phòng Đôi,18:50,• Cây xăng COMECO Cổng 1 Bến Xe Miền Đông,8h25m,03:15,• Ngã 3 Thành,(12/10),550000,495000,-10%,"Quý khách lưu ý giường A11, A12.",4.8,4.7,4.7,4.7,4.7,4.7,4.6,4.3,1708.0,505,-10.0
Khang Thịnh,4.3 (1708),Limousine 34 phòng,19:10,• Cây xăng Petrolimex số 19 - Hàng xanh,8h20m,03:30,• Ngã 3 Thành,(12/10),400000,360000,-10%,"Quý khách lưu ý giường A11, A12.",4.5,4.2,4.3,4.3,4.2,4.2,4.6,4.3,1708.0,500,-10.0
Khang Thịnh,4.3 (1708),Limousine 34 phòng,19:05,• Cây xăng COMECO Cổng 1 Bến Xe Miền Đông,8h25m,03:30,• Ngã 3 Thành,(12/10),400000,360000,-10%,"Quý khách lưu ý giường A11, A12.",4.5,4.2,4.3,4.3,4.2,4.2,4.6,4.3,1708.0,505,-10.0
Phúc An Express,4.7 (3425),Limousine 22 giường phòng (WC),22:30,• Trạm Phúc An Express,7h25m,05:55,• Chợ Vĩnh Lương,(12/10),480000,480000, ,Lộ trình xe chạy,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425.0,445,
Liên Hưng,4 (12922),Limousine 32 giường (WC),09:30,• Cầu Vượt Linh Xuân,10h,19:30,• Văn phòng Nha Trang, ,330000,250000,-24%, ,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,600,-24.0
Rạng Đông Buslines,4.2 (1481),Limousine 24 Phòng VIP,19:30,• Nhà Xe Thành Công (Chi Nhánh Ngã 4 Bình Phước),6h15m,01:45,• Ngã 3 nhà máy sợi Nha Trang,(12/10),600000,480000,-20%,Giá vé bao gồm phần ăn,4.6,4.6,4.6,4.6,4.6,4.5,4.6,4.2,1481.0,375,-20.0
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),19:45,• Cầu Vượt Linh Xuân,6h45m,02:30,• Bến Xe Vạn Giã,(12/10),500000,420000,-16%, ,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,405,-16.0
Rạng Đông Buslines,4.2 (1481),Limousine 24 Phòng VIP,18:00,• Bến xe An Sương (Phòng vé số 3),7h45m,01:45,• Ngã 3 nhà máy sợi Nha Trang,(12/10),600000,480000,-20%,Giá vé bao gồm phần ăn,4.6,4.6,4.6,4.6,4.6,4.5,4.6,4.2,1481.0,465,-20.0
Rạng Đông Buslines,4.2 (1481),Limousine 34 phòng,16:31,• Nhà Xe Thành Công (Chi Nhánh Ngã 4 Bình Phước),6h15m,22:46,• Ngã 3 nhà máy sợi Nha Trang, ,500000,400000,-20%,Giá vé bao gồm phần ăn,4.5,4.2,4.3,4.3,4.2,4.2,4.6,4.2,1481.0,375,-20.0
Mạnh Hùng (Bình Định),2.8 (300),Giường nằm 4x chỗ,16:30,• Bến xe Miền Tây,9h55m,02:25,• Ngã 3 Thành,(12/10),330000,330000, , ,4.6,4.6,4.6,4.6,4.6,4.5,4.6,2.8,300.0,595,
Khang Thịnh,4.3 (1708),Limousine 24 Phòng Đôi,18:55,• Cây xăng Petrolimex số 19 - Hàng xanh,8h20m,03:15,• Ngã 3 Thành,(12/10),550000,495000,-10%,"Quý khách lưu ý giường A11, A12.",4.8,4.7,4.7,4.7,4.7,4.7,4.6,4.3,1708.0,500,-10.0
Mạnh Hùng,3.1 (289),Giường nằm 4x chỗ,18:30,• Văn Phòng Sài Gòn,6h40m,01:10,• Ngã 3 Thành,(12/10),310000,310000, , ,4.6,4.6,4.6,4.6,4.6,4.5,4.6,3.1,289.0,400,
Phúc Yên,4.6 (741),Limousine 34 phòng,16:55,• Ngã 4 An Sương,8h45m,01:40,• Nha Trang (Dọc quốc lộ 1A),(12/10),290000,290000, , ,4.5,4.2,4.3,4.3,4.2,4.2,4.6,4.6,741.0,525,
Tuấn Hiệp,4 (1234),Limousine giường nằm 36 chỗ,01:20,• Siêu thị Đá An Sương,9h50m,11:10,• Bến Xe Phía Bắc Nha Trang, ,280000,280000, , ,4.6,4.6,4.6,4.6,4.6,4.5,4.6,,,590,
Phúc Yên,4.6 (741),Limousine 34 phòng,16:30,• Bến xe Miền Tây,9h10m,01:40,• Nha Trang (Dọc quốc lộ 1A),(12/10),290000,290000, , ,4.5,4.2,4.3,4.3,4.2,4.2,4.6,4.6,741.0,550,
Cúc Tùng,3.8 (2763),Giường nằm 32 chỗ,06:00,• Văn Phòng Bình Thạnh,10h5m,16:05,• Bưu điện Cam Ranh, ,388000,300000,-23%,Kích cỡ giường cuối,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763.0,605,-23.0
Nguyên Khang Limousine,5 (2),Limousine 24 phòng,20:00,• 502 Quốc Lộ 13,3h45m,23:45,• Ngã 3 Thành., ,450000,405000,-10%, ,4.7,4.6,4.6,4.6,4.6,4.5,4.5,,,225,-10.0
Tài Phát Limousine,5 (1170),Limousine 24 Phòng Đôi,19:15,• Ngã 4 Bình Phước,6h50m,02:05,• Ngã 3 Thành,(12/10),520000,450000,-13%, ,4.8,4.7,4.7,4.7,4.7,4.7,4.6,,,410,-13.0
Tài Phát Limousine,5 (1170),Limousine 24 Phòng Đôi,19:30,• Đại học Nông Lâm,6h35m,02:05,• Ngã 3 Thành,(12/10),520000,450000,-13%, ,4.8,4.7,4.7,4.7,4.7,4.7,4.6,,,395,-13.0
Năm Rùm,3.9 (287),Giường nằm 40 chỗ,16:10,• Bến xe Miền Tây,9h50m,02:00,• Ngã 3 Thành.,(12/10),200000,200000, , ,4.6,4.5,4.5,4.5,4.4,4.4,4.5,3.9,287.0,590,
Nguyên Khang Limousine,5 (2),Limousine 24 phòng,18:15,• Bến xe Miền Tây,5h30m,23:45,• Ngã 3 Thành., ,450000,405000,-10%, ,4.7,4.6,4.6,4.6,4.6,4.5,4.5,,,330,-10.0
Tuấn Tú Express,4.5 (1392),Limousine 24 Phòng Đôi,18:01,• Trạm Bà Điểm,7h,01:01,• Khánh Hòa,(12/10),700000,350000,-50%,Chính sách bao ăn,4.8,4.7,4.7,4.7,4.7,4.7,4.6,4.5,1392.0,420,-50.0
Tuấn Tú Express,4.5 (1392),Luxury 34 phòng,14:00,• Trạm Bà Điểm,7h,21:00,• Khánh Hòa, ,550000,320000,-42%,Chính sách bao ăn,4.3,4.3,4.3,4.3,4.3,4.3,4.0,4.5,1392.0,420,-42.0
Tuấn Tú Express,4.5 (1392),Limousine 24 Phòng Đôi,21:01,• Trạm Bà Điểm,7h,04:01,• Khánh Hòa,(12/10),700000,350000,-50%,Chính sách bao ăn,4.8,4.7,4.7,4.7,4.7,4.7,4.6,4.5,1392.0,420,-50.0
Tuấn Tú Express,4.5 (1392),Limousine 24 Phòng Đôi,14:31,• Trạm Bà Điểm,7h,21:31,• Khánh Hòa, ,700000,350000,-50%,Chính sách bao ăn,4.8,4.7,4.7,4.7,4.7,4.7,4.6,4.5,1392.0,420,-50.0
Tuấn Tú Express,4.5 (1392),Luxury 34 phòng,16:50,• Trạm Bình Long,8h10m,01:00,• Khánh Hòa,(12/10),550000,320000,-42%,Chính sách bao ăn,4.3,4.3,4.3,4.3,4.3,4.3,4.0,4.5,1392.0,490,-42.0
Tuấn Tú Express,4.5 (1392),Luxury 34 phòng,19:50,• Trạm Bình Long,8h10m,04:00,• Khánh Hòa,(12/10),550000,320000,-42%,Chính sách bao ăn,4.3,4.3,4.3,4.3,4.3,4.3,4.0,4.5,1392.0,490,-42.0
Tuấn Tú Express,4.5 (1392),Luxury 34 phòng,18:00,• Trạm Bà Điểm,7h,01:00,• Khánh Hòa,(12/10),550000,320000,-42%,Chính sách bao ăn,4.3,4.3,4.3,4.3,4.3,4.3,4.0,4.5,1392.0,420,-42.0
Tuấn Tú Express,4.5 (1392),Limousine 24 Phòng Đôi,16:51,• Trạm Bình Long,8h10m,01:01,• Khánh Hòa,(12/10),700000,350000,-50%,Chính sách bao ăn,4.8,4.7,4.7,4.7,4.7,4.7,4.6,4.5,1392.0,490,-50.0
Phúc Yên,4.6 (741),Limousine 24 phòng,16:30,• Bến xe Miền Tây,9h15m,01:45,• Nha Trang (Dọc quốc lộ 1A),(12/10),400000,400000, , ,4.7,4.6,4.6,4.6,4.6,4.5,4.5,4.6,741.0,555,
Tuấn Tú Express,4.5 (1392),Giường nằm 46 chỗ,13:20,• Trạm Bình Long,8h10m,21:30,• Khánh Hòa, ,450000,290000,-36%,Chính sách bao ăn,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392.0,490,-36.0
Phương Anh (Phan Thiết),3.3 (248),Giường nằm 44 chỗ,18:15,• Ngã 4 Bình Phước,9h,03:15,• Bến xe Phía Bắc Nha Trang,(12/10),350000,315000,-10%,Hướng đi: Quốc Lộ 1A,4.6,4.6,4.6,4.6,4.6,4.5,4.6,3.3,248.0,540,-10.0
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),09:05,• Cổng Suối Tiên,7h25m,16:30,• Văn Phòng Diên Toàn, ,490000,300000,-39%,Hướng đi: Cao tốc Vĩnh Hảo - Dầu Giây,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,445,-39.0
Quang Hạnh (NT),3.6 (362),Limousine 22 phòng đơn (WC),18:30,• Cổng Đại Học Nông Lâm (Quốc Lộ 1A),8h25m,02:55,• Bến Xe Phía Nam Nha Trang Mới,(12/10),480000,350000,-27%,Lưu ý kích cỡ giường,4.1,3.7,3.9,3.9,3.8,3.6,3.6,3.6,362.0,505,-27.0
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),07:00,• Cầu Vượt Linh Xuân,9h30m,16:30,• Văn Phòng Diên Toàn, ,490000,300000,-39%, ,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,570,-39.0
Quang Hạnh (NT),3.6 (362),Limousine 22 phòng đơn (WC),18:45,• Ngã Tư Bình Phước (Trạm xe Thành Công),8h40m,03:25,• Bến Xe Phía Nam Nha Trang Mới,(12/10),480000,350000,-27%,Lưu ý kích cỡ giường,4.1,3.7,3.9,3.9,3.8,3.6,3.6,3.6,362.0,520,-27.0
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),11:20,• Cổng Suối Tiên,7h25m,18:45,• Văn Phòng Diên Toàn, ,490000,300000,-39%,Hướng đi: Cao tốc Vĩnh Hảo - Dầu Giây,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,445,-39.0
Quang Hạnh (NT),3.6 (362),Limousine 22 phòng đơn (WC),18:15,• Ngã Tư Bình Phước (Trạm xe Thành Công),8h40m,02:55,• Bến Xe Phía Nam Nha Trang Mới,(12/10),480000,350000,-27%,Lưu ý kích cỡ giường,4.1,3.7,3.9,3.9,3.8,3.6,3.6,3.6,362.0,520,-27.0
Cúc Tùng,3.8 (2763),Limousine giường nằm đơn 21 chỗ (WC),20:30,• Bến xe Miền Đông mới,9h5m,05:35,• Bưu điện Cam Ranh,(12/10),562000,299000,-47%,Kích cỡ giường cuối,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763.0,545,-47.0
Cúc Tùng,3.8 (2763),Giường nằm 34 chỗ,20:00,• Ngã 4 An Sương,9h,05:00,• Văn Phòng Nha Trang,(12/10),444000,350000,-21%,Kích cỡ giường cuối,4.6,4.6,4.6,4.6,4.6,4.5,4.6,3.8,2763.0,540,-21.0
Dũng Thuỷ Express,4.6 (270),Limousine 24 Phòng,18:00,• Bãi Xe 39 Quốc Lộ 1A,7h30m,01:30,• Ngã 3 Thành,(12/10),590000,519200,-12%, ,4.9,4.8,4.9,4.9,4.8,4.8,4.8,4.6,270.0,450,-12.0
Quang Hạnh (NT),3.6 (362),Limousine 22 phòng đơn (WC),18:25,• Ngã 4 An Sương,9h,03:25,• Bến Xe Phía Nam Nha Trang Mới,(12/10),480000,350000,-27%,Lưu ý kích cỡ giường,4.1,3.7,3.9,3.9,3.8,3.6,3.6,3.6,362.0,540,-27.0
Cúc Tùng,3.8 (2763),Limousine giường nằm đơn 21 chỗ,23:30,• Ngã 4 An Sương,8h15m,07:45,• Văn Phòng Nha Trang,(12/10),800000,500000,-37%,Kích cỡ giường cuối,4.6,4.6,4.6,4.6,4.6,4.5,4.6,3.8,2763.0,495,-37.0
Cúc Tùng,3.8 (2763),Limousine giường nằm đơn 21 chỗ (WC),19:30,• Văn Phòng Bình Thạnh,10h5m,05:35,• Bưu điện Cam Ranh,(12/10),562000,299000,-47%,Kích cỡ giường cuối,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763.0,605,-47.0
Hưng Thịnh,4.9 (91),Limousine 24 Phòng,18:30,• Linh Xuân,8h30m,03:00,• Khánh Hòa,(12/10),550000,450000,-18%,Lưu ý: Giường A11 và B11,4.9,4.8,4.9,4.9,4.8,4.8,4.8,4.9,91.0,510,-18.0
Hà Linh,4.1 (1329),Limousine 32 Phòng Đơn (WC),19:15,• Ngã 4 Bình Phước,8h30m,03:45,• Văn Phòng Nha Trang,(12/10),390000,280000,-28%,Đón Bx. Miền Đông,4.6,4.6,4.6,4.6,4.6,4.5,4.6,4.1,1329.0,510,-28.0
Cúc Tùng,3.8 (2763),Giường nằm 32 chỗ,04:00,• Bến Xe Miền Tây,11h5m,15:05,• Bưu điện Cam Ranh, ,388000,300000,-23%,Kích cỡ giường cuối,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763.0,665,-23.0
Cúc Tùng,3.8 (2763),Giường nằm 34 chỗ,20:30,• Ngã 4 Bình Phước,8h45m,05:15,• Bến xe Phía Bắc Nha Trang,(12/10),444000,350000,-21%,Kích cỡ giường cuối,4.6,4.6,4.6,4.6,4.6,4.5,4.6,3.8,2763.0,525,-21.0
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),18:30,• Văn phòng quận 5,6h,00:30,• Bưu điện Cam Lâm,(12/10),490000,380000,-22%, ,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,360,-22.0
Cúc Tùng,3.8 (2763),Giường nằm 32 chỗ,05:00,• Văn Phòng Bình Thạnh,10h5m,15:05,• Bưu điện Cam Ranh, ,388000,300000,-23%,Kích cỡ giường cuối,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763.0,605,-23.0
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),19:00,• Bến xe Miền Tây (Quầy 24),5h30m,00:30,• Bưu điện Cam Lâm,(12/10),490000,380000,-22%, ,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,330,-22.0
Dũng Thuỷ Express,4.6 (270),Limousine 24 Phòng,18:30,• Bến xe Miền Đông,7h,01:30,• Ngã 3 Thành,(12/10),590000,519200,-12%, ,4.9,4.8,4.9,4.9,4.8,4.8,4.8,4.6,270.0,420,-12.0
Phúc An Express,4.7 (3425),Limousine 32 phòng (WC),20:15,• Trạm Phúc An Express,6h45m,03:00,• Văn Phòng Nha Trang,(12/10),300000,300000, ,Lộ trình xe chạy,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425.0,405,
Quang Hạnh (NT),3.6 (362),Limousine 22 phòng đơn (WC),19:55,• Ngã 4 An Sương,9h,04:55,• Bến Xe Phía Nam Nha Trang Mới,(12/10),480000,350000,-27%,Lưu ý kích cỡ giường,4.1,3.7,3.9,3.9,3.8,3.6,3.6,3.6,362.0,540,-27.0
Cúc Tùng,3.8 (2763),Giường nằm 32 chỗ,19:00,• Văn Phòng Bình Thạnh,10h5m,05:05,• Bưu điện Cam Ranh,(12/10),388000,300000,-23%,Kích cỡ giường cuối,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763.0,605,-23.0
Phúc An Express,4.7 (3425),Limousine 32 phòng (WC),20:00,• Văn Phòng Hồ Chí Minh,7h10m,03:10,• Chợ Vĩnh Lương,(12/10),320000,320000, ,Lộ trình xe chạy,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425.0,430,
Long Nguyễn Limousine,0 (0),Limousine 24 phòng,15:00,• Bến xe Miền Tây,10h45m,01:45,• Ngã 3 Thành,(12/10),500000,450000,-10%, ,4.7,4.6,4.6,4.6,4.6,4.5,4.5,,,645,-10.0
Cúc Tùng,3.8 (2763),Limousine giường nằm đơn 21 chỗ (WC),07:30,• Bến xe Miền Đông mới,9h5m,16:35,• Bưu điện Cam Ranh, ,562000,299000,-47%,Kích cỡ giường cuối,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763.0,545,-47.0
Cúc Tùng,3.8 (2763),Limousine giường nằm đơn 21 chỗ (WC),06:30,• Văn Phòng Bình Thạnh,10h5m,16:35,• Bưu điện Cam Ranh, ,562000,299000,-47%,Kích cỡ giường cuối,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763.0,605,-47.0
Cúc Tùng,3.8 (2763),Giường nằm 32 chỗ,06:00,• Bến xe Miền Đông mới,9h5m,15:05,• Bưu điện Cam Ranh, ,388000,300000,-23%,Kích cỡ giường cuối,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763.0,545,-23.0
Phúc An Express,4.7 (3425),Limousine 32 phòng (WC),20:45,• Nhà chờ Phương Trang - Ngã tư Thủ Đức,6h25m,03:10,• Chợ Vĩnh Lương,(12/10),320000,320000, ,Lộ trình xe chạy,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425.0,385,
Cúc Tùng,3.8 (2763),Giường nằm 32 chỗ,07:00,• Bến xe Miền Đông mới,9h5m,16:05,• Bưu điện Cam Ranh, ,388000,300000,-23%,Kích cỡ giường cuối,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763.0,545,-23.0
Tín Phát Limousine,4.9 (54),Limousine 24 Phòng,18:00,• Bãi xe Phương Hân,7h15m,01:15,• Ngã 3 Thành,(12/10),450000,405000,-10%, ,4.9,4.8,4.9,4.9,4.8,4.8,4.8,4.9,54.0,435,-10.0
Ngàn Hà (Bình Định),3.8 (61),Limousine 22 phòng đơn,18:30,• Văn phòng Sài Gòn,7h25m,01:55,• Ngã 3 Thành,(12/10),500000,400000,-20%, ,4.6,4.6,4.6,4.6,4.6,4.5,4.6,3.8,61.0,445,-20.0
Liên Hưng,4 (12922),Limousine 21 phòng đơn (WC),19:45,• Cầu Vượt Linh Xuân,4h,23:45,• Bưu điện Cam Ranh, ,490000,380000,-22%, ,4.3,4.2,4.3,4.1,4.0,3.9,4.2,,,240,-22.0
